id,daily_trap_count,trap_index,latitude,longitude,pressure,date_value,year_week,geoid
66,14.702526321115968,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2021-12-19,2021-50,1
67,15.26280187620332,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2021-12-20,2021-51,1
68,15.811133644710116,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2021-12-21,2021-51,1
69,16.34362370450113,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2021-12-22,2021-51,1
70,16.856486747282982,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2021-12-23,2021-51,1
71,17.34607698719825,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2021-12-24,2021-51,1
72,17.808914077597382,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2021-12-25,2021-51,1
73,18.241707851754164,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2021-12-26,2021-51,1
74,18.64138171165045,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2021-12-27,2021-52,1
75,19.00509449856656,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2021-12-28,2021-52,1
76,19.330260690006064,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2021-12-29,2021-52,1
77,19.614568779381088,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2021-12-30,2021-52,1
78,19.855997707802757,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2021-12-31,2021-52,1
79,20.052831231168067,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-01-01,2021-52,1
80,20.20367012041217,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-01-02,2021-52,1
81,20.30744210819801,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-01-03,2022-01,1
82,20.363409511335515,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-01-04,2022-01,1
83,20.371174474744848,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-01-05,2022-01,1
84,20.330681799685948,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-01-06,2022-01,1
85,20.242219336149446,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-01-07,2022-01,1
86,20.106415936619484,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-01-08,2022-01,1
87,19.92423698575453,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-01-09,2022-01,1
88,19.69697753776433,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-01-10,2022-02,1
89,19.42625311026732,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-01-11,2022-02,1
90,19.113988200071987,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-01-12,2022-02,1
91,18.76240260252016,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-01-13,2022-02,1
92,18.373995631643663,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-01-14,2022-02,1
93,17.951528353308486,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-01-15,2022-02,1
94,17.498003957645512,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-01-16,2022-02,1
95,17.016646410294257,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-01-17,2022-03,1
96,16.510877534221304,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-01-18,2022-03,1
97,15.984292685031765,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-01-19,2022-03,1
98,15.44063519269047,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-01-20,2022-03,1
99,14.883769751338994,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-01-21,2022-03,1
100,14.317654946371924,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-01-22,2022-03,1
101,13.746315114069018,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-01-23,2022-03,1
102,13.173811733824673,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-01-24,2022-04,1
103,12.60421455633823,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-01-25,2022-04,1
104,12.041572673006174,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-01-26,2022-04,1
105,11.489885732175022,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-01-27,2022-04,1
106,10.953075506869618,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-01-28,2022-04,1
107,10.434958016113113,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-01-29,2022-04,1
108,9.939216398019822,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-01-30,2022-04,1
109,9.469374727497517,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-01-31,2022-05,1
110,9.0287729646812,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-02-01,2022-05,1
111,8.620543212182378,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-02-02,2022-05,1
112,8.247587449933496,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-02-03,2022-05,1
113,7.912556905903858,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-02-04,2022-05,1
114,7.617833209334302,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-02-05,2022-05,1
115,7.365511460466359,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-02-06,2022-05,1
116,7.157385337118089,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-02-07,2022-06,1
117,6.994934343979379,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-02-08,2022-06,1
118,6.87931329526749,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-02-09,2022-06,1
119,6.811344105507456,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-02-10,2022-06,1
120,6.791509946794155,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-02-11,2022-06,1
121,6.81995181407029,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-02-12,2022-06,1
122,6.8964675228366366,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-02-13,2022-06,1
123,7.020513146419563,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-02-14,2022-07,1
124,7.191206882578683,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-02-15,2022-07,1
125,7.407335321968168,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-02-16,2022-07,1
126,7.667362073891123,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-02-17,2022-07,1
127,7.969438688029167,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-02-18,2022-07,1
128,8.311417794508047,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-02-19,2022-07,1
129,8.690868368890579,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-02-20,2022-07,1
130,9.105093013582705,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-02-21,2022-08,1
131,9.551147132804566,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-02-22,2022-08,1
132,10.025859864817562,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-02-23,2022-08,1
133,10.525856622606552,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-02-24,2022-08,1
134,11.047583082782532,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-02-25,2022-08,1
135,11.587330452176028,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-02-26,2022-08,1
136,12.1412618325086,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-02-27,2022-08,1
137,12.705439495724326,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-02-28,2022-09,1
138,13.2758528760892,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-03-01,2022-09,1
139,13.84844708007112,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-03-02,2022-09,1
140,14.419151711332692,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-03-03,2022-09,1
141,14.983909805928665,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-03-04,2022-09,1
142,15.538706672016591,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-03-05,2022-09,1
143,16.079598429068135,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-03-06,2022-09,1
144,16.60274004370447,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-03-07,2022-10,1
145,17.104412662857687,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-03-08,2022-10,1
146,17.581050049955053,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-03-09,2022-10,1
147,18.02926393619954,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-03-10,2022-10,1
148,18.44586810673211,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-03-11,2022-10,1
149,18.827901050454518,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-03-12,2022-10,1
150,19.172647012502168,8681098c7ffffff,-10.009467017499984,-45.37656241856117,Low,2022-03-13,2022-10,1
151,22.04442929084556,86810989fffffff,-10.038142040397338,-45.208840519210725,Low,2021-10-15,2021-41,1
152,22.87876856429709,86810989fffffff,-10.038142040397338,-45.208840519210725,Low,2021-10-16,2021-41,1
153,23.83190878289916,86810989fffffff,-10.038142040397338,-45.208840519210725,Low,2021-10-17,2021-41,1
154,24.89707436557214,86810989fffffff,-10.038142040397338,-45.208840519210725,Low,2021-10-18,2021-42,1
155,26.06669337732912,86810989fffffff,-10.038142040397338,-45.208840519210725,Low,2021-10-19,2021-42,1
156,27.3324513558362,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-10-20,2021-42,1
157,28.68535041637173,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-10-21,2021-42,1
158,30.11577321502516,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-10-22,2021-42,1
159,31.61355131544124,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-10-23,2021-42,1
160,33.16803747311115,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-10-24,2021-42,1
161,34.7681813233635,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-10-25,2021-43,1
162,36.402607935013,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-10-26,2021-43,1
163,38.05969867125284,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-10-27,2021-43,1
164,39.72767378297512,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-10-28,2021-43,1
165,41.39467614738956,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-10-29,2021-43,1
166,43.0488555566677,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-10-30,2021-43,1
167,44.67845295743098,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-10-31,2021-43,1
168,46.27188404224947,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-11-01,2021-44,1
169,47.81782159892577,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-11-02,2021-44,1
170,49.30527603216745,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-11-03,2021-44,1
171,50.72367348524492,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-11-04,2021-44,1
172,52.06293100629131,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-11-05,2021-44,1
173,53.31352822491072,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-11-06,2021-44,1
174,54.46657502956718,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-11-07,2021-44,1
175,55.51387476465735,86810989fffffff,-10.038142040397338,-45.208840519210725,High,2021-11-08,2021-45,1
176,56.44798249801772,86810989fffffff,-10.038142040397338,-45.208840519210725,High,2021-11-09,2021-45,1
177,57.262257944660846,86810989fffffff,-10.038142040397338,-45.208840519210725,High,2021-11-10,2021-45,1
178,57.95091267052191,86810989fffffff,-10.038142040397338,-45.208840519210725,High,2021-11-11,2021-45,1
179,58.50905124065872,86810989fffffff,-10.038142040397338,-45.208840519210725,High,2021-11-12,2021-45,1
180,58.93270601939517,86810989fffffff,-10.038142040397338,-45.208840519210725,High,2021-11-13,2021-45,1
181,59.218865375024734,86810989fffffff,-10.038142040397338,-45.208840519210725,High,2021-11-14,2021-45,1
182,59.3654950885753,86810989fffffff,-10.038142040397338,-45.208840519210725,High,2021-11-15,2021-46,1
183,59.37155281444707,86810989fffffff,-10.038142040397338,-45.208840519210725,High,2021-11-16,2021-46,1
184,59.23699549012729,86810989fffffff,-10.038142040397338,-45.208840519210725,High,2021-11-17,2021-46,1
185,58.9627796423085,86810989fffffff,-10.038142040397338,-45.208840519210725,High,2021-11-18,2021-46,1
186,58.55085458723392,86810989fffffff,-10.038142040397338,-45.208840519210725,High,2021-11-19,2021-46,1
187,58.004148573607104,86810989fffffff,-10.038142040397338,-45.208840519210725,High,2021-11-20,2021-46,1
188,57.32654796657113,86810989fffffff,-10.038142040397338,-45.208840519210725,High,2021-11-21,2021-46,1
189,56.52286962073247,86810989fffffff,-10.038142040397338,-45.208840519210725,High,2021-11-22,2021-47,1
190,55.598826638621,86810989fffffff,-10.038142040397338,-45.208840519210725,High,2021-11-23,2021-47,1
191,54.56098775799869,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-11-24,2021-47,1
192,53.41673065672028,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-11-25,2021-47,1
193,52.17418950708739,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-11-26,2021-47,1
194,50.84219715251572,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-11-27,2021-47,1
195,49.4302223175641,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-11-28,2021-47,1
196,47.94830229767966,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-11-29,2021-48,1
197,46.406971607147256,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-11-30,2021-48,1
198,44.81718709246268,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-12-01,2021-48,1
199,43.19025004347632,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-12-02,2021-48,1
200,41.53772585599427,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-12-03,2021-48,1
201,39.8713618169318,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-12-04,2021-48,1
202,38.20300359645848,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-12-05,2021-48,1
203,36.544511040767006,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-12-06,2021-49,1
204,34.90767386406924,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-12-07,2021-49,1
205,33.3041278391386,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-12-08,2021-49,1
206,31.7452720821752,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-12-09,2021-49,1
207,30.2421880199898,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-12-10,2021-49,1
208,28.80556061554388,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-12-11,2021-49,1
209,27.44560241182966,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2021-12-12,2021-49,1
210,26.1719809340385,86810989fffffff,-10.038142040397338,-45.208840519210725,Low,2021-12-13,2021-50,1
211,24.993749966093365,86810989fffffff,-10.038142040397338,-45.208840519210725,Low,2021-12-14,2021-50,1
212,23.91928519007975,86810989fffffff,-10.038142040397338,-45.208840519210725,Low,2021-12-15,2021-50,1
213,22.956224646093958,86810989fffffff,-10.038142040397338,-45.208840519210725,Low,2021-12-16,2021-50,1
214,22.11141443576201,86810989fffffff,-10.038142040397338,-45.208840519210725,Low,2021-12-17,2021-50,1
215,21.39086005540579,86810989fffffff,-10.038142040397338,-45.208840519210725,Low,2021-12-18,2021-50,1
216,20.79968370481406,86810989fffffff,-10.038142040397338,-45.208840519210725,Low,2021-12-19,2021-50,1
217,20.342087875097388,86810989fffffff,-10.038142040397338,-45.208840519210725,Low,2021-12-20,2021-51,1
218,20.021325474469556,86810989fffffff,-10.038142040397338,-45.208840519210725,Low,2021-12-21,2021-51,1
219,19.83967670432205,86810989fffffff,-10.038142040397338,-45.208840519210725,Low,2021-12-22,2021-51,1
220,19.79843284997275,86810989fffffff,-10.038142040397338,-45.208840519210725,Low,2021-12-23,2021-51,1
221,19.897887101315163,86810989fffffff,-10.038142040397338,-45.208840519210725,Low,2021-12-24,2021-51,1
222,20.1373324686215,86810989fffffff,-10.038142040397338,-45.208840519210725,Low,2021-12-25,2021-51,1
223,20.515066808315535,86810989fffffff,-10.038142040397338,-45.208840519210725,Low,2021-12-26,2021-51,1
224,21.02840492298852,86810989fffffff,-10.038142040397338,-45.208840519210725,Low,2021-12-27,2021-52,1
225,21.67369764964287,86810989fffffff,-10.038142040397338,-45.208840519210725,Low,2021-12-28,2021-52,1
226,22.446357800471137,86810989fffffff,-10.038142040397338,-45.208840519210725,Low,2021-12-29,2021-52,1
227,23.340892771765287,86810989fffffff,-10.038142040397338,-45.208840519210725,Low,2021-12-30,2021-52,1
228,24.350943589149583,86810989fffffff,-10.038142040397338,-45.208840519210725,Low,2021-12-31,2021-52,1
229,25.469330111576344,86810989fffffff,-10.038142040397338,-45.208840519210725,Low,2022-01-01,2021-52,1
230,26.688102072743508,86810989fffffff,-10.038142040397338,-45.208840519210725,Low,2022-01-02,2021-52,1
231,27.99859559709605,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2022-01-03,2022-01,1
232,29.39149478865629,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2022-01-04,2022-01,1
233,30.856897954867343,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2022-01-05,2022-01,1
234,32.3843879946844,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2022-01-06,2022-01,1
235,33.96310645054667,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2022-01-07,2022-01,1
236,35.581830697817374,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2022-01-08,2022-01,1
237,37.22905372297535,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2022-01-09,2022-01,1
238,38.8930659234402,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2022-01-10,2022-02,1
239,40.56203834754067,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2022-01-11,2022-02,1
240,42.22410678289906,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2022-01-12,2022-02,1
241,43.86745609547327,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2022-01-13,2022-02,1
242,45.480404219715965,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2022-01-14,2022-02,1
243,47.05148520279057,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2022-01-15,2022-02,1
244,48.569530712508666,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2022-01-16,2022-02,1
245,50.02374942957331,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2022-01-17,2022-03,1
246,51.403803759753615,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2022-01-18,2022-03,1
247,52.69988332066724,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2022-01-19,2022-03,1
248,53.90277468077575,86810989fffffff,-10.038142040397338,-45.208840519210725,Medium,2022-01-20,2022-03,1
249,55.003926854839634,86810989fffffff,-10.038142040397338,-45.208840519210725,High,2022-01-21,2022-03,1
250,55.99551209024621,86810989fffffff,-10.038142040397338,-45.208840519210725,High,2022-01-22,2022-03,1
251,56.87048151209886,86810989fffffff,-10.038142040397338,-45.208840519210725,High,2022-01-23,2022-03,1
252,57.6226152315037,86810989fffffff,-10.038142040397338,-45.208840519210725,High,2022-01-24,2022-04,1
253,58.24656656084949,86810989fffffff,-10.038142040397338,-45.208840519210725,High,2022-01-25,2022-04,1
254,58.73790002176776,86810989fffffff,-10.038142040397338,-45.208840519210725,High,2022-01-26,2022-04,1
255,59.09312287558623,86810989fffffff,-10.038142040397338,-45.208840519210725,High,2022-01-27,2022-04,1
256,59.3097099521354,86810989fffffff,-10.038142040397338,-45.208840519210725,High,2022-01-28,2022-04,1
